Name,Class,Position,Height,Hometown,High School,team_id,team_name,conference_id,conference_name,school_url,school_athletic_url,state,division,year,team_short,conference_short,Number
Ceci Gooch,So.,MB,6-2,"Dallas, TX",Highland Park HS,257,University of Georgia,911.0,Southeastern Conference,www.uga.edu,www.georgiadogs.com,GA,D-I,2024-25,Georgia,SEC,8
Bailey Cox,Sr.,L/DS,5-8,"New Castle, IN",New Castle HS,257,University of Georgia,911.0,Southeastern Conference,www.uga.edu,www.georgiadogs.com,GA,D-I,2024-25,Georgia,SEC,7
MK Patten,Fr.,MB,6-5,"Alpharetta, GA",Lambert HS,257,University of Georgia,911.0,Southeastern Conference,www.uga.edu,www.georgiadogs.com,GA,D-I,2024-25,Georgia,SEC,3
Kendal Kemp,Jr.,MB,6-6,"Eagan, MN",Eagan,257,University of Georgia,911.0,Southeastern Conference,www.uga.edu,www.georgiadogs.com,GA,D-I,2024-25,Georgia,SEC,24
Bianna Muoneke,So.,OH,6-0,"Cypress, TX",Cypress Ranch HS,257,University of Georgia,911.0,Southeastern Conference,www.uga.edu,www.georgiadogs.com,GA,D-I,2024-25,Georgia,SEC,13
Erykah Lovett,Sr.,OH,5-11,"Newnan, GA",McIntosh HS,257,University of Georgia,911.0,Southeastern Conference,www.uga.edu,www.georgiadogs.com,GA,D-I,2024-25,Georgia,SEC,14
Krista Blakely,Sr.,RS,6-0,"Detroit, MI",University High School Academy,257,University of Georgia,911.0,Southeastern Conference,www.uga.edu,www.georgiadogs.com,GA,D-I,2024-25,Georgia,SEC,21
Sophie Fischer,Sr.,MB,6-5,"Fort Mill, SC",Nation Ford HS,257,University of Georgia,911.0,Southeastern Conference,www.uga.edu,www.georgiadogs.com,GA,D-I,2024-25,Georgia,SEC,2
Emma Duffield,Fr.,OH,6-1,"Atlanta, GA",The Lovett School,257,University of Georgia,911.0,Southeastern Conference,www.uga.edu,www.georgiadogs.com,GA,D-I,2024-25,Georgia,SEC,6
Estelle Haugen,Jr.,OH,6-0,"Excelsior, MN",Southwest Christian HS,257,University of Georgia,911.0,Southeastern Conference,www.uga.edu,www.georgiadogs.com,GA,D-I,2024-25,Georgia,SEC,10
Tori Harper,Jr.,OPP,6-2,"Reno, NV",Bishop Manogue HS,257,University of Georgia,911.0,Southeastern Conference,www.uga.edu,www.georgiadogs.com,GA,D-I,2024-25,Georgia,SEC,1
Leia Harper,Sr.,OH,6-2,"Martinsburg, WV",Spring Mills,255,Georgia Institute of Technology,821.0,Atlantic Coast Conference,www.gatech.edu,www.ramblinwreck.com,GA,D-I,2024-25,Georgia Tech,ACC,12
Lauren Sanden,Sr.,L/DS,5-9,"Ashburn, VA",Riverside,255,Georgia Institute of Technology,821.0,Atlantic Coast Conference,www.gatech.edu,www.ramblinwreck.com,GA,D-I,2024-25,Georgia Tech,ACC,4
Heloise Soares,So.,S,5-11,"Joinville, Brazil",,255,Georgia Institute of Technology,821.0,Atlantic Coast Conference,www.gatech.edu,www.ramblinwreck.com,GA,D-I,2024-25,Georgia Tech,ACC,13
Anna Boezi,Jr.,MB,6-2,"Troy, OH",Troy,255,Georgia Institute of Technology,821.0,Atlantic Coast Conference,www.gatech.edu,www.ramblinwreck.com,GA,D-I,2024-25,Georgia Tech,ACC,3
Ashlyn Goolsby,Sr.,S,5-11,"Marietta, GA",Walton,255,Georgia Institute of Technology,821.0,Atlantic Coast Conference,www.gatech.edu,www.ramblinwreck.com,GA,D-I,2024-25,Georgia Tech,ACC,15
Zoe Winford,So.,L/DS,5-8,"Nevada, TX",Highland Park,255,Georgia Institute of Technology,821.0,Atlantic Coast Conference,www.gatech.edu,www.ramblinwreck.com,GA,D-I,2024-25,Georgia Tech,ACC,6
Laura Fischer,Sr.,RS,6-3,"Longwood, FL",Lake Brantley,255,Georgia Institute of Technology,821.0,Atlantic Coast Conference,www.gatech.edu,www.ramblinwreck.com,GA,D-I,2024-25,Georgia Tech,ACC,18
Lara Martinez Casas,Fr.,RS,6-3,"Buenos Aires, Argentina",,255,Georgia Institute of Technology,821.0,Atlantic Coast Conference,www.gatech.edu,www.ramblinwreck.com,GA,D-I,2024-25,Georgia Tech,ACC,10
Liv Mogridge,Jr.,MB,6-4,"Lutz, FL",,255,Georgia Institute of Technology,821.0,Atlantic Coast Conference,www.gatech.edu,www.ramblinwreck.com,GA,D-I,2024-25,Georgia Tech,ACC,0
Larissa Mendes,So.,RS,6-2,"Fortaleza, Brazil",,255,Georgia Institute of Technology,821.0,Atlantic Coast Conference,www.gatech.edu,www.ramblinwreck.com,GA,D-I,2024-25,Georgia Tech,ACC,11
DeAndra Pierce,Sr.,MB,6-1,"Austin, TX",,255,Georgia Institute of Technology,821.0,Atlantic Coast Conference,www.gatech.edu,www.ramblinwreck.com,GA,D-I,2024-25,Georgia Tech,ACC,1
Bianca Bertolino,Sr.,OH,6-0,"San Guillermo-Santa Fe, Argentina",,255,Georgia Institute of Technology,821.0,Atlantic Coast Conference,www.gatech.edu,www.ramblinwreck.com,GA,D-I,2024-25,Georgia Tech,ACC,5
Luanna Emiliano,Sr.,S,5-7,"Belo Horizonte, Brazil",,255,Georgia Institute of Technology,821.0,Atlantic Coast Conference,www.gatech.edu,www.ramblinwreck.com,GA,D-I,2024-25,Georgia Tech,ACC,8
Logan Wiley,Fr.,MB,6-2,"Alpharetta, GA",Alpharetta,255,Georgia Institute of Technology,821.0,Atlantic Coast Conference,www.gatech.edu,www.ramblinwreck.com,GA,D-I,2024-25,Georgia Tech,ACC,7
Lydia Zeng,Fr.,L/DS,5-6,"Marietta, GA",Walton,255,Georgia Institute of Technology,821.0,Atlantic Coast Conference,www.gatech.edu,www.ramblinwreck.com,GA,D-I,2024-25,Georgia Tech,ACC,24
Sofia Velez,Jr.,L/DS,5-4,"Tuluá, Colombia",,255,Georgia Institute of Technology,821.0,Atlantic Coast Conference,www.gatech.edu,www.ramblinwreck.com,GA,D-I,2024-25,Georgia Tech,ACC,2
Tamara Otene,Sr.,OH,6-0,"Auckland, New Zealand",,255,Georgia Institute of Technology,821.0,Atlantic Coast Conference,www.gatech.edu,www.ramblinwreck.com,GA,D-I,2024-25,Georgia Tech,ACC,9
Mira McCool,Fr.,MB,6-3,"Hoover, AL",Homewood,255,Georgia Institute of Technology,821.0,Atlantic Coast Conference,www.gatech.edu,www.ramblinwreck.com,GA,D-I,2024-25,Georgia Tech,ACC,23
Paige Spanbauer,So.,DS,5-4,"Lexington, SC",River Bluff,253,Georgia Southern University,818.0,Sun Belt Conference,georgiasouthern.edu,gseagles.com,GA,D-I,2024-25,Ga. Southern,Sun Belt,13
Ashlyn Lovett,Sr.,DS,5-8,"Shawnee, KS",St. James Academy,253,Georgia Southern University,818.0,Sun Belt Conference,georgiasouthern.edu,gseagles.com,GA,D-I,2024-25,Ga. Southern,Sun Belt,1
Robin Rosser,Sr.,RS,6-1,"Charlotte, NC",Cox Mill,253,Georgia Southern University,818.0,Sun Belt Conference,georgiasouthern.edu,gseagles.com,GA,D-I,2024-25,Ga. Southern,Sun Belt,15
Kirsten Barrett,Jr.,S,5-9,"Cleveland, OH",Saint Joseph Academy,253,Georgia Southern University,818.0,Sun Belt Conference,georgiasouthern.edu,gseagles.com,GA,D-I,2024-25,Ga. Southern,Sun Belt,18
Jillian Gray,Sr.,OH,6-1,"New Lenox, IL",Joliet Catholic Academy,253,Georgia Southern University,818.0,Sun Belt Conference,georgiasouthern.edu,gseagles.com,GA,D-I,2024-25,Ga. Southern,Sun Belt,4
Jordan Christy,Sr.,OH,6-0,"Savannah, GA",The Habersham School,253,Georgia Southern University,818.0,Sun Belt Conference,georgiasouthern.edu,gseagles.com,GA,D-I,2024-25,Ga. Southern,Sun Belt,5
Paige Powers,Sr.,OH,5-11,"Woodstock, GA",Sequoyah,253,Georgia Southern University,818.0,Sun Belt Conference,georgiasouthern.edu,gseagles.com,GA,D-I,2024-25,Ga. Southern,Sun Belt,21
Ailie Hair,Jr.,MB,5-11,"Liberty Hill, TX",Liberty Hill,253,Georgia Southern University,818.0,Sun Belt Conference,georgiasouthern.edu,gseagles.com,GA,D-I,2024-25,Ga. Southern,Sun Belt,17
Maggie Sale,So.,OH,5-11,"Severna Park, MD",Severna Park,253,Georgia Southern University,818.0,Sun Belt Conference,georgiasouthern.edu,gseagles.com,GA,D-I,2024-25,Ga. Southern,Sun Belt,6
Lexi Duffy,Fr.,S,5-9,"Murrieta, CA",Tocoi Creek (Fla.),253,Georgia Southern University,818.0,Sun Belt Conference,georgiasouthern.edu,gseagles.com,GA,D-I,2024-25,Ga. Southern,Sun Belt,2
Reagan Barth,So.,OH,6-0,"Lenexa, KS",Shawnee Mission West,253,Georgia Southern University,818.0,Sun Belt Conference,georgiasouthern.edu,gseagles.com,GA,D-I,2024-25,Ga. Southern,Sun Belt,25
Logan Jones,Sr.,DS,5-6,"Pooler, GA",Savannah Christian,253,Georgia Southern University,818.0,Sun Belt Conference,georgiasouthern.edu,gseagles.com,GA,D-I,2024-25,Ga. Southern,Sun Belt,22
Kayla Knowles,So.,OH,6-0,"Denver, IA",Denver,253,Georgia Southern University,818.0,Sun Belt Conference,georgiasouthern.edu,gseagles.com,GA,D-I,2024-25,Ga. Southern,Sun Belt,11
Claire Smith,Fr.,MB,6-2,"Sylvania, OH",Sylvania Northview,253,Georgia Southern University,818.0,Sun Belt Conference,georgiasouthern.edu,gseagles.com,GA,D-I,2024-25,Ga. Southern,Sun Belt,9
Lydia Seymour,So.,MB,6-5,"Justin, TX",Northwest,253,Georgia Southern University,818.0,Sun Belt Conference,georgiasouthern.edu,gseagles.com,GA,D-I,2024-25,Ga. Southern,Sun Belt,10
Sam Bowron,Fr.,OH,6-1,"Longwood, FL",Lake Brantley,253,Georgia Southern University,818.0,Sun Belt Conference,georgiasouthern.edu,gseagles.com,GA,D-I,2024-25,Ga. Southern,Sun Belt,8
Mayte Camacho,Fr.,DS,5-4,"Oviedo, FL",Hagerty,253,Georgia Southern University,818.0,Sun Belt Conference,georgiasouthern.edu,gseagles.com,GA,D-I,2024-25,Ga. Southern,Sun Belt,3
Akira Burt,So.,MB,5-10,"Columbus, GA",Richmond Hill High School,254,Georgia State University,818.0,Sun Belt Conference,gsu.edu,georgiastatesports.com,GA,D-I,2024-25,Georgia St.,Sun Belt,14
Kayla Broom,Sr.,MB,5-10,"Anniston, AK",Jacksonville High School,254,Georgia State University,818.0,Sun Belt Conference,gsu.edu,georgiastatesports.com,GA,D-I,2024-25,Georgia St.,Sun Belt,9
Livy Kowalkowski,Sr.,DS,5-4,"Lake Orion, MI",Notre Dame Preparatory,254,Georgia State University,818.0,Sun Belt Conference,gsu.edu,georgiastatesports.com,GA,D-I,2024-25,Georgia St.,Sun Belt,2
Izzy Durnell,Jr.,OH,6-2,"Dawsonville, GA",North Gwinnett High School,254,Georgia State University,818.0,Sun Belt Conference,gsu.edu,georgiastatesports.com,GA,D-I,2024-25,Georgia St.,Sun Belt,32
Jahniya Jackson,So.,OH,5-9,"Sacramento, CA",Consumes Oaks High School,254,Georgia State University,818.0,Sun Belt Conference,gsu.edu,georgiastatesports.com,GA,D-I,2024-25,Georgia St.,Sun Belt,12
Alyssa Cadavid,Fr.,S,5-10,"Miami, FL",Westminster Christian School,254,Georgia State University,818.0,Sun Belt Conference,gsu.edu,georgiastatesports.com,GA,D-I,2024-25,Georgia St.,Sun Belt,6
Kaleigh Fitzgerald,Sr.,L/DS,5-9,"Waukesha, WI",Reading Memorial,254,Georgia State University,818.0,Sun Belt Conference,gsu.edu,georgiastatesports.com,GA,D-I,2024-25,Georgia St.,Sun Belt,8
Nyah Fox,Fr.,OH,5-10,"Bonaire, GA",Veterans HS,254,Georgia State University,818.0,Sun Belt Conference,gsu.edu,georgiastatesports.com,GA,D-I,2024-25,Georgia St.,Sun Belt,13
Peyton Gash,Sr.,RS,6-2,"Lexington, KY",Paul Lawrence Dunbar,254,Georgia State University,818.0,Sun Belt Conference,gsu.edu,georgiastatesports.com,GA,D-I,2024-25,Georgia St.,Sun Belt,21
Anna Howard,So.,L/DS,5-6,"Calgary, Canada",St. Francis HS,254,Georgia State University,818.0,Sun Belt Conference,gsu.edu,georgiastatesports.com,GA,D-I,2024-25,Georgia St.,Sun Belt,7
Kamryn Itzen,Fr.,MB,6-1,"Chandler, AZ",Chandler High School,254,Georgia State University,818.0,Sun Belt Conference,gsu.edu,georgiastatesports.com,GA,D-I,2024-25,Georgia St.,Sun Belt,17
Serenity Jones,Fr.,RS,5-11,"Warner Robins, GA",Veterans HS,254,Georgia State University,818.0,Sun Belt Conference,gsu.edu,georgiastatesports.com,GA,D-I,2024-25,Georgia St.,Sun Belt,19
Cameron Lucas,So.,RS,5-11,"Atlanta, GA",Wheeler HS,254,Georgia State University,818.0,Sun Belt Conference,gsu.edu,georgiastatesports.com,GA,D-I,2024-25,Georgia St.,Sun Belt,5
Shanelle Martinez,Jr.,S,5-9,"San Antonio, TX",Luther Burbank HS,254,Georgia State University,818.0,Sun Belt Conference,gsu.edu,georgiastatesports.com,GA,D-I,2024-25,Georgia St.,Sun Belt,18
Myllena Torquetti,Sr.,MB,6-0,"Belo Horizonte, Brazil",Escola Estadual Pedro II,254,Georgia State University,818.0,Sun Belt Conference,gsu.edu,georgiastatesports.com,GA,D-I,2024-25,Georgia St.,Sun Belt,1
Alessia Cappai,Jr.,OH,6-1,"Genoa, Italy",Liceo Sandro Pertini,254,Georgia State University,818.0,Sun Belt Conference,gsu.edu,georgiastatesports.com,GA,D-I,2024-25,Georgia St.,Sun Belt,3
Keionna Mackey,Jr.,OH,6-0,"Tallahassee, FL",Florida State University HS,254,Georgia State University,818.0,Sun Belt Conference,gsu.edu,georgiastatesports.com,GA,D-I,2024-25,Georgia St.,Sun Belt,10
Hady Pickard,Fr.,L/DS,5-8,"Roswell, GA",Blessed Trinity Catholic HS,254,Georgia State University,818.0,Sun Belt Conference,gsu.edu,georgiastatesports.com,GA,D-I,2024-25,Georgia St.,Sun Belt,22
Patrycja Zielinska,Sr.,S,5-10,"Franciszkow, Poland","II Zamoyskiego, Lublin",254,Georgia State University,818.0,Sun Belt Conference,gsu.edu,georgiastatesports.com,GA,D-I,2024-25,Georgia St.,Sun Belt,11
Maggie Rickert,So.,OH,6-1,"Nashville, TN",Nolensville HS,260,Gonzaga University,922.0,West Coast Conference,www.gonzaga.edu,www.gozags.com,WA,D-I,2024-25,Gonzaga,WCC,15
Avery Lowe,Sr.,L/DS,6-0,"Plano, TX",Plano West HS,260,Gonzaga University,922.0,West Coast Conference,www.gonzaga.edu,www.gozags.com,WA,D-I,2024-25,Gonzaga,WCC,11
Autumn Larson,Jr.,OH,6-4,"Richland, WA",Kennewick HS,260,Gonzaga University,922.0,West Coast Conference,www.gonzaga.edu,www.gozags.com,WA,D-I,2024-25,Gonzaga,WCC,9
Brianna Martin,So.,L/DS,5-8,"Prosper, TX",Prosper HS,260,Gonzaga University,922.0,West Coast Conference,www.gonzaga.edu,www.gozags.com,WA,D-I,2024-25,Gonzaga,WCC,5
Fallon Thompson,Jr.,MB,5-11,"Spring, TX",Grand Oaks HS,260,Gonzaga University,922.0,West Coast Conference,www.gonzaga.edu,www.gozags.com,WA,D-I,2024-25,Gonzaga,WCC,21
Nia Damuni,So.,S,5-9,"Providence, UT",Ridgeline HS,260,Gonzaga University,922.0,West Coast Conference,www.gonzaga.edu,www.gozags.com,WA,D-I,2024-25,Gonzaga,WCC,3
Jody Smith,Sr.,MB,6-2,"Redondo Beach, CA",Redondo Union HS,260,Gonzaga University,922.0,West Coast Conference,www.gonzaga.edu,www.gozags.com,WA,D-I,2024-25,Gonzaga,WCC,16
Parker Austin,Sr.,OH,6-2,"Okotoks, Canada",Harry Ainlay HS,260,Gonzaga University,922.0,West Coast Conference,www.gonzaga.edu,www.gozags.com,WA,D-I,2024-25,Gonzaga,WCC,8
Juliette Russell,Sr.,OH,6-2,"Murrieta, CA",Vista Murrieta HS,260,Gonzaga University,922.0,West Coast Conference,www.gonzaga.edu,www.gozags.com,WA,D-I,2024-25,Gonzaga,WCC,7
Kate Herrick,Fr.,S,5-9,"Olympia, WA",Olympia HS,260,Gonzaga University,922.0,West Coast Conference,www.gonzaga.edu,www.gozags.com,WA,D-I,2024-25,Gonzaga,WCC,2
Krista Kostoff,Fr.,MB,6-1,"Redmond, WA",Eastlake HS,260,Gonzaga University,922.0,West Coast Conference,www.gonzaga.edu,www.gozags.com,WA,D-I,2024-25,Gonzaga,WCC,4
Gabby Vandal,Fr.,MB,6-4,"Okotoks, Canada",Holy Trinity Academy,260,Gonzaga University,922.0,West Coast Conference,www.gonzaga.edu,www.gozags.com,WA,D-I,2024-25,Gonzaga,WCC,6
Maddie Cugino,Fr.,L/DS,5-8,"Columbus, OH",Olentangy Orange HS,260,Gonzaga University,922.0,West Coast Conference,www.gonzaga.edu,www.gozags.com,WA,D-I,2024-25,Gonzaga,WCC,10
Hayley Ogden,Fr.,MB,6-1,"San Diego, CA",Santana HS,260,Gonzaga University,922.0,West Coast Conference,www.gonzaga.edu,www.gozags.com,WA,D-I,2024-25,Gonzaga,WCC,17
Raechelle Dykstra,Fr.,OH,5-8,"Avondale, AZ",Verrado HS,260,Gonzaga University,922.0,West Coast Conference,www.gonzaga.edu,www.gozags.com,WA,D-I,2024-25,Gonzaga,WCC,18
Taylor Walsh,Fr.,MB,6-2,"Villa Park, CA",Villa Park HS,260,Gonzaga University,922.0,West Coast Conference,www.gonzaga.edu,www.gozags.com,WA,D-I,2024-25,Gonzaga,WCC,20
Ra'Niya Brown,Jr.,MB,5-11,"Dallas, TX",,261,Grambling State University,916.0,Southwestern Athletic Conf.,www.gram.edu,www.gsutigers.com,LA,D-I,2024-25,Grambling,SWAC,1
Kai Williams,Sr.,OH,5-11,"New Orleans, LA",,261,Grambling State University,916.0,Southwestern Athletic Conf.,www.gram.edu,www.gsutigers.com,LA,D-I,2024-25,Grambling,SWAC,12
Kennya Sykes,Sr.,MB,5-11,"Atlanta, GA",,261,Grambling State University,916.0,Southwestern Athletic Conf.,www.gram.edu,www.gsutigers.com,LA,D-I,2024-25,Grambling,SWAC,11
Aubreigh Haxton,Jr.,RS,6-2,"Argonia, KS",,261,Grambling State University,916.0,Southwestern Athletic Conf.,www.gram.edu,www.gsutigers.com,LA,D-I,2024-25,Grambling,SWAC,8
Ana Zink,Jr.,S,5-11,"Campinas, Brazil",,261,Grambling State University,916.0,Southwestern Athletic Conf.,www.gram.edu,www.gsutigers.com,LA,D-I,2024-25,Grambling,SWAC,9
Letícia Correa,Jr.,S,5-9,"Bauru, Brazil",,261,Grambling State University,916.0,Southwestern Athletic Conf.,www.gram.edu,www.gsutigers.com,LA,D-I,2024-25,Grambling,SWAC,14
Jazmine Binion,Fr.,OH,5-10,"South Elgin, IL",,261,Grambling State University,916.0,Southwestern Athletic Conf.,www.gram.edu,www.gsutigers.com,LA,D-I,2024-25,Grambling,SWAC,25
Fabiola Betancourt,So.,OH,5-11,"Dallas, TX",,261,Grambling State University,916.0,Southwestern Athletic Conf.,www.gram.edu,www.gsutigers.com,LA,D-I,2024-25,Grambling,SWAC,3
Madison Reagins,Jr.,OH,5-8,"Duncanville, TX",,261,Grambling State University,916.0,Southwestern Athletic Conf.,www.gram.edu,www.gsutigers.com,LA,D-I,2024-25,Grambling,SWAC,6
Mil'lanni Marte,So.,L/DS,5-4,"Woodbridge, VA",,261,Grambling State University,916.0,Southwestern Athletic Conf.,www.gram.edu,www.gsutigers.com,LA,D-I,2024-25,Grambling,SWAC,10
Morgan Munro,Jr.,MB,5-11,"Erie, CO",Mead,261,Grambling State University,916.0,Southwestern Athletic Conf.,www.gram.edu,www.gsutigers.com,LA,D-I,2024-25,Grambling,SWAC,13
Lauryn Bourne,Sr.,OH,5-9,"Cypress, TX",,261,Grambling State University,916.0,Southwestern Athletic Conf.,www.gram.edu,www.gsutigers.com,LA,D-I,2024-25,Grambling,SWAC,23
Kenya Lucas,So.,OH,6-0,"Philadelphia, PA",Abington,261,Grambling State University,916.0,Southwestern Athletic Conf.,www.gram.edu,www.gsutigers.com,LA,D-I,2024-25,Grambling,SWAC,0
Dylan Hoskins,So.,L/DS,5-8,"Houston, TX",,261,Grambling State University,916.0,Southwestern Athletic Conf.,www.gram.edu,www.gsutigers.com,LA,D-I,2024-25,Grambling,SWAC,5
Essence Allen,Sr.,OH,5-8,"Longview, TX",,261,Grambling State University,916.0,Southwestern Athletic Conf.,www.gram.edu,www.gsutigers.com,LA,D-I,2024-25,Grambling,SWAC,2
Bella Haddad,Jr.,DS,5-3,"Arlington, TX",,261,Grambling State University,916.0,Southwestern Athletic Conf.,www.gram.edu,www.gsutigers.com,LA,D-I,2024-25,Grambling,SWAC,4
Alyssa Pieh,Sr.,L/DS,5-7,"Raleigh, NC",,261,Grambling State University,916.0,Southwestern Athletic Conf.,www.gram.edu,www.gsutigers.com,LA,D-I,2024-25,Grambling,SWAC,18
Tatum Parrott,Jr.,OH,6-0,"Phoenix, AZ",Greenway,1104,Grand Canyon University,923.0,Western Athletic Conference,www.gcu.edu/,www.gculopes.com,AZ,D-I,2024-25,Grand Canyon,WAC,3
Anaelena Ramirez,Jr.,OH,6-2,"El Paso, TX",Eastlake,1104,Grand Canyon University,923.0,Western Athletic Conference,www.gcu.edu/,www.gculopes.com,AZ,D-I,2024-25,Grand Canyon,WAC,17
Bella Anderson,So.,L/DS,5-9,"Scottsdale, AZ",Scottsdale Christian,1104,Grand Canyon University,923.0,Western Athletic Conference,www.gcu.edu/,www.gculopes.com,AZ,D-I,2024-25,Grand Canyon,WAC,8
Emma Wegleitner,So.,OH,6-0,"Boerne, TX",Champion,1104,Grand Canyon University,923.0,Western Athletic Conference,www.gcu.edu/,www.gculopes.com,AZ,D-I,2024-25,Grand Canyon,WAC,12
Alissa Uhlenhop,Sr.,MB,6-1,"Glendale, AZ",Mountain Ridge,1104,Grand Canyon University,923.0,Western Athletic Conference,www.gcu.edu/,www.gculopes.com,AZ,D-I,2024-25,Grand Canyon,WAC,11
Kaia Herweg,Fr.,L,5-9,"Long Beach, CA",Los Alamitos,1104,Grand Canyon University,923.0,Western Athletic Conference,www.gcu.edu/,www.gculopes.com,AZ,D-I,2024-25,Grand Canyon,WAC,2
Taylor Kubacak,Fr.,S,5-11,"Kerrville, TX",Tivy,1104,Grand Canyon University,923.0,Western Athletic Conference,www.gcu.edu/,www.gculopes.com,AZ,D-I,2024-25,Grand Canyon,WAC,4
Ashley Lifgren,Sr.,OH,6-0,"Peoria, AZ",Centennial,1104,Grand Canyon University,923.0,Western Athletic Conference,www.gcu.edu/,www.gculopes.com,AZ,D-I,2024-25,Grand Canyon,WAC,5
Ava Mason,Sr.,S,5-9,"Mill Creek, WA",King's,1104,Grand Canyon University,923.0,Western Athletic Conference,www.gcu.edu/,www.gculopes.com,AZ,D-I,2024-25,Grand Canyon,WAC,9
Mariana Buchanan,Fr.,OH,6-0,"Houston, TX",Cypress Falls,1104,Grand Canyon University,923.0,Western Athletic Conference,www.gcu.edu/,www.gculopes.com,AZ,D-I,2024-25,Grand Canyon,WAC,15
Mykenna Nelson,Sr.,L,5-8,"Phoenix, AZ",Greenway,1104,Grand Canyon University,923.0,Western Athletic Conference,www.gcu.edu/,www.gculopes.com,AZ,D-I,2024-25,Grand Canyon,WAC,1
Olivia Price,Fr.,S,6-0,"Normal, IL",Normal Community,1104,Grand Canyon University,923.0,Western Athletic Conference,www.gcu.edu/,www.gculopes.com,AZ,D-I,2024-25,Grand Canyon,WAC,10
Hunter West,Fr.,L,5-8,"Wausa, NE",Wausa,1104,Grand Canyon University,923.0,Western Athletic Conference,www.gcu.edu/,www.gculopes.com,AZ,D-I,2024-25,Grand Canyon,WAC,16
Magdalena Juric,Sr.,OPP,6-4,"Zadar, Croatia",Carnegie Schools,1104,Grand Canyon University,923.0,Western Athletic Conference,www.gcu.edu/,www.gculopes.com,AZ,D-I,2024-25,Grand Canyon,WAC,20
Aubrey Goodere,Fr.,MB,6-3,"Buckeye, AZ",Estrella Foothills,1104,Grand Canyon University,923.0,Western Athletic Conference,www.gcu.edu/,www.gculopes.com,AZ,D-I,2024-25,Grand Canyon,WAC,19
Ellie Frey,So.,OH,6-0,"Fort Wayne, IN",Carroll,1104,Grand Canyon University,923.0,Western Athletic Conference,www.gcu.edu/,www.gculopes.com,AZ,D-I,2024-25,Grand Canyon,WAC,14
Trista Strasser,Sr.,MB,6-4,"Kyle, TX",Jack C. Hays,1104,Grand Canyon University,923.0,Western Athletic Conference,www.gcu.edu/,www.gculopes.com,AZ,D-I,2024-25,Grand Canyon,WAC,7
