Name,Class,Position,Height,Hometown,High School,team_id,team_name,conference_id,conference_name,school_url,school_athletic_url,state,division,year,team_short,conference_short,Number
Caitlyn Gantzer,Fr.,OH,5-10,,,1009,University of Central Oklahoma,883.0,Mid-America Intercollegiate Athletics Association,www.uco.edu,www.bronchosports.com,OK,D-II,2024-25,Central Okla.,Mid-America Intercollegiate,12
Charlotte Hawkins,Fr.,MB,6-0,,,1009,University of Central Oklahoma,883.0,Mid-America Intercollegiate Athletics Association,www.uco.edu,www.bronchosports.com,OK,D-II,2024-25,Central Okla.,Mid-America Intercollegiate,17
Katie Le,Sr.,DS,5-4,,,1009,University of Central Oklahoma,883.0,Mid-America Intercollegiate Athletics Association,www.uco.edu,www.bronchosports.com,OK,D-II,2024-25,Central Okla.,Mid-America Intercollegiate,2
Sydney Huck,Jr.,OH,6-0,,,1009,University of Central Oklahoma,883.0,Mid-America Intercollegiate Athletics Association,www.uco.edu,www.bronchosports.com,OK,D-II,2024-25,Central Okla.,Mid-America Intercollegiate,14
Braelynn Reese,So.,OH,6-0,"Saint Louis, MO",Hazelwood Central,30049,Central State University,913.0,Southern Intercol. Ath. Conf.,www.centralstate.edu,www.maraudersports.com,OH,D-II,2024-25,Central St. (OH),SIAC,4
Amasjah Gillings,So.,L,5-0,"Los Angeles, CA",Da Vinci Connect,30049,Central State University,913.0,Southern Intercol. Ath. Conf.,www.centralstate.edu,www.maraudersports.com,OH,D-II,2024-25,Central St. (OH),SIAC,3
Brianna Jones,Fr.,MH,6-0,"Cincinnati, OH",Princeton,30049,Central State University,913.0,Southern Intercol. Ath. Conf.,www.centralstate.edu,www.maraudersports.com,OH,D-II,2024-25,Central St. (OH),SIAC,13
Jasmin Churchill,Jr.,MH,6-1,"Sparks, NV",Reed,30049,Central State University,913.0,Southern Intercol. Ath. Conf.,www.centralstate.edu,www.maraudersports.com,OH,D-II,2024-25,Central St. (OH),SIAC,24
Anya Coates,Jr.,MH,6-0,"Detroit, MI",Renaissance,30049,Central State University,913.0,Southern Intercol. Ath. Conf.,www.centralstate.edu,www.maraudersports.com,OH,D-II,2024-25,Central St. (OH),SIAC,1
Skye Livingston,Sr.,OPP,5-8,"Grosse Ile, MI",Gross Ile,30049,Central State University,913.0,Southern Intercol. Ath. Conf.,www.centralstate.edu,www.maraudersports.com,OH,D-II,2024-25,Central St. (OH),SIAC,9
Zahra Coates,Jr.,OH,5-8,"Pflugerville, TX",Pflugerville,30049,Central State University,913.0,Southern Intercol. Ath. Conf.,www.centralstate.edu,www.maraudersports.com,OH,D-II,2024-25,Central St. (OH),SIAC,5
Alexa Kendall,So.,OPP,5-10,"Cincinnati, OH",Walnut Hills,30049,Central State University,913.0,Southern Intercol. Ath. Conf.,www.centralstate.edu,www.maraudersports.com,OH,D-II,2024-25,Central St. (OH),SIAC,18
Taylor Hughes,Fr.,L/DS,5-5,"Indianapolis, IN",Greenfield Central,30049,Central State University,913.0,Southern Intercol. Ath. Conf.,www.centralstate.edu,www.maraudersports.com,OH,D-II,2024-25,Central St. (OH),SIAC,7
Brooke Morris,So.,S,5-4,"Richmond, TX",Lamar Consolidated,30049,Central State University,913.0,Southern Intercol. Ath. Conf.,www.centralstate.edu,www.maraudersports.com,OH,D-II,2024-25,Central St. (OH),SIAC,2
Trinity Lamb,So.,OPP,5-11,"Youngstown, OH",Ursuline,30049,Central State University,913.0,Southern Intercol. Ath. Conf.,www.centralstate.edu,www.maraudersports.com,OH,D-II,2024-25,Central St. (OH),SIAC,20
Casey Williams,So.,MH,6-0,"The Colony, TX",The Colony,30049,Central State University,913.0,Southern Intercol. Ath. Conf.,www.centralstate.edu,www.maraudersports.com,OH,D-II,2024-25,Central St. (OH),SIAC,10
Londyn Sewer,So.,OH,5-8,"Charlotte, NC",South Mecklenburg,30049,Central State University,913.0,Southern Intercol. Ath. Conf.,www.centralstate.edu,www.maraudersports.com,OH,D-II,2024-25,Central St. (OH),SIAC,8
Kennedy Baugh,Fr.,OH,5-8,"Jacksonville, FL",Ridgeview,30049,Central State University,913.0,Southern Intercol. Ath. Conf.,www.centralstate.edu,www.maraudersports.com,OH,D-II,2024-25,Central St. (OH),SIAC,12
DesiRaye Blakely,Fr.,MB,6-0,"Columbus, OH",Pickerington North,30049,Central State University,913.0,Southern Intercol. Ath. Conf.,www.centralstate.edu,www.maraudersports.com,OH,D-II,2024-25,Central St. (OH),SIAC,6
SiAyera Boone,Sr.,RS,6-0,"Akron, OH",Firestone,30049,Central State University,913.0,Southern Intercol. Ath. Conf.,www.centralstate.edu,www.maraudersports.com,OH,D-II,2024-25,Central St. (OH),SIAC,0
Azariah Crosby,So.,S,5-5,"Merrillville, IN",Merrillville,30049,Central State University,913.0,Southern Intercol. Ath. Conf.,www.centralstate.edu,www.maraudersports.com,OH,D-II,2024-25,Central St. (OH),SIAC,16
Alyvia Eide,Sr.,L,5-3,"Rushford, MN",Rushford-Peterson,30049,Central State University,913.0,Southern Intercol. Ath. Conf.,www.centralstate.edu,www.maraudersports.com,OH,D-II,2024-25,Central St. (OH),SIAC,14
Victoria McCoy,Jr.,OH,5-8,"Houston, TX",Homeschool,30049,Central State University,913.0,Southern Intercol. Ath. Conf.,www.centralstate.edu,www.maraudersports.com,OH,D-II,2024-25,Central St. (OH),SIAC,21
Saniya Sanders,Fr.,L/DS,5-11,"Cleveland, OH",St. Martin De Porres,30049,Central State University,913.0,Southern Intercol. Ath. Conf.,www.centralstate.edu,www.maraudersports.com,OH,D-II,2024-25,Central St. (OH),SIAC,15
Tsijon Woodard,Fr.,OH,5-8,"Lynwood, IL",Bloom Township,30049,Central State University,913.0,Southern Intercol. Ath. Conf.,www.centralstate.edu,www.maraudersports.com,OH,D-II,2024-25,Central St. (OH),SIAC,17
Nevaeh Brownlee,So.,S,5-7,"Columbus, OH",Westerville South,30049,Central State University,913.0,Southern Intercol. Ath. Conf.,www.centralstate.edu,www.maraudersports.com,OH,D-II,2024-25,Central St. (OH),SIAC,11
Mya VanderYacht,Fr.,L/DS,5-2,"Lynden, WA",Lynden HS,1010,Central Washington University,30012.0,Great Northwest Athletic Conference,cwu.edu,wildcatsports.com,WA,D-II,2024-25,Central Wash.,Great Northwest,7
Kayleigh-Shay Chang,Fr.,S,5-6,"Kirkland, WA",Lake Washington HS,1010,Central Washington University,30012.0,Great Northwest Athletic Conference,cwu.edu,wildcatsports.com,WA,D-II,2024-25,Central Wash.,Great Northwest,1
Lacy Cox,So.,S,5-7,"Palm Desert, CA",Xavier Prep HS,1010,Central Washington University,30012.0,Great Northwest Athletic Conference,cwu.edu,wildcatsports.com,WA,D-II,2024-25,Central Wash.,Great Northwest,8
Payton Davis,Fr.,OH,5-10,"Oakesdale, WA",Oakesdale HS,1010,Central Washington University,30012.0,Great Northwest Athletic Conference,cwu.edu,wildcatsports.com,WA,D-II,2024-25,Central Wash.,Great Northwest,15
Sasha Dandridge,Fr.,OH,5-9,"Wenatchee, WA",Wenatchee HS,1010,Central Washington University,30012.0,Great Northwest Athletic Conference,cwu.edu,wildcatsports.com,WA,D-II,2024-25,Central Wash.,Great Northwest,19
Paige Sturing,Fr.,OH,6-3,"Richland, WA",Hanford HS,1010,Central Washington University,30012.0,Great Northwest Athletic Conference,cwu.edu,wildcatsports.com,WA,D-II,2024-25,Central Wash.,Great Northwest,20
Scottie Ellsworth,Jr.,OH,6-2,"Kent, WA",Kentwood HS,1010,Central Washington University,30012.0,Great Northwest Athletic Conference,cwu.edu,wildcatsports.com,WA,D-II,2024-25,Central Wash.,Great Northwest,3
Shaunessy Fisk,Sr.,L/DS,5-4,"Ellensburg, WA",Ellensburg HS,1010,Central Washington University,30012.0,Great Northwest Athletic Conference,cwu.edu,wildcatsports.com,WA,D-II,2024-25,Central Wash.,Great Northwest,14
Emma Daoud-Hebert,Sr.,MB,6-0,"Woodinville, WA",Woodinville HS,1010,Central Washington University,30012.0,Great Northwest Athletic Conference,cwu.edu,wildcatsports.com,WA,D-II,2024-25,Central Wash.,Great Northwest,16
Marianna Payne,Sr.,OH,6-0,"Camas, WA",Central Catholic HS,1010,Central Washington University,30012.0,Great Northwest Athletic Conference,cwu.edu,wildcatsports.com,WA,D-II,2024-25,Central Wash.,Great Northwest,18
Mackenzie Godden,Fr.,MB,6-1,"Vacaville, CA",Vacaville HS,1010,Central Washington University,30012.0,Great Northwest Athletic Conference,cwu.edu,wildcatsports.com,WA,D-II,2024-25,Central Wash.,Great Northwest,9
Corinne Westby,So.,MB,6-0,"Liberty Lake, WA",Ridgeline HS,1010,Central Washington University,30012.0,Great Northwest Athletic Conference,cwu.edu,wildcatsports.com,WA,D-II,2024-25,Central Wash.,Great Northwest,11
Kennedy Webb,Fr.,OH,6-1,"Yakima, WA",West Valley HS,1010,Central Washington University,30012.0,Great Northwest Athletic Conference,cwu.edu,wildcatsports.com,WA,D-II,2024-25,Central Wash.,Great Northwest,5
Ashton McMahon,Fr.,L/DS,5-8,"Wenatchee, WA",Wenatchee HS,1010,Central Washington University,30012.0,Great Northwest Athletic Conference,cwu.edu,wildcatsports.com,WA,D-II,2024-25,Central Wash.,Great Northwest,10
Kate Stidham,So.,S,5-10,"Central Point, OR",Crater HS,1010,Central Washington University,30012.0,Great Northwest Athletic Conference,cwu.edu,wildcatsports.com,WA,D-II,2024-25,Central Wash.,Great Northwest,2
Ellie Marble,So.,OH,6-0,"La Conner, WA",La Conner HS,1010,Central Washington University,30012.0,Great Northwest Athletic Conference,cwu.edu,wildcatsports.com,WA,D-II,2024-25,Central Wash.,Great Northwest,6
Morgan Halady,Sr.,MB,6-2,"Indianola, WA",Kingston HS,1010,Central Washington University,30012.0,Great Northwest Athletic Conference,cwu.edu,wildcatsports.com,WA,D-II,2024-25,Central Wash.,Great Northwest,12
Carissa Stratman,Fr.,OH,6-0,"Bozeman, MT",Bozeman HS,1010,Central Washington University,30012.0,Great Northwest Athletic Conference,cwu.edu,wildcatsports.com,WA,D-II,2024-25,Central Wash.,Great Northwest,4
Hannah Stires,Sr.,L/DS,5-5,"Nine Mile Falls, WA",Lakeside HS,1010,Central Washington University,30012.0,Great Northwest Athletic Conference,cwu.edu,wildcatsports.com,WA,D-II,2024-25,Central Wash.,Great Northwest,13
Kally Kirkwood,So.,MH,5-11,"Fleming, CO",Fleming,1012,Chadron State College,13128.0,Rocky Mountain Athletic Conference,www.csc.edu,www.chadroneagles.com,NE,D-II,2024-25,Chadron St.,RMAC,7
Kiera Alfred,Jr.,DS,5-6,"Phoenix, AZ",Desert Heights,1012,Chadron State College,13128.0,Rocky Mountain Athletic Conference,www.csc.edu,www.chadroneagles.com,NE,D-II,2024-25,Chadron St.,RMAC,8
Aiyana Fujiyama,Sr.,MH,5-11,"Wahiawa, HI",Leilehua,1012,Chadron State College,13128.0,Rocky Mountain Athletic Conference,www.csc.edu,www.chadroneagles.com,NE,D-II,2024-25,Chadron St.,RMAC,14
Alondra Hernandez,Sr.,L,5-8,"Provo, UT",Timpview,1012,Chadron State College,13128.0,Rocky Mountain Athletic Conference,www.csc.edu,www.chadroneagles.com,NE,D-II,2024-25,Chadron St.,RMAC,16
Cydney Eskew,So.,S,5-8,"Casper, WY",Kelly Walsh,1012,Chadron State College,13128.0,Rocky Mountain Athletic Conference,www.csc.edu,www.chadroneagles.com,NE,D-II,2024-25,Chadron St.,RMAC,15
Maddison Wright,Sr.,MH,5-11,"Rawlins, WY",Rawlins,1012,Chadron State College,13128.0,Rocky Mountain Athletic Conference,www.csc.edu,www.chadroneagles.com,NE,D-II,2024-25,Chadron St.,RMAC,9
Avery Lacy,So.,OH,5-9,"Windsor, CO",Windsor,1012,Chadron State College,13128.0,Rocky Mountain Athletic Conference,www.csc.edu,www.chadroneagles.com,NE,D-II,2024-25,Chadron St.,RMAC,5
Bella Adams,Jr.,MH,6-0,"Pueblo, CO",Pueblo West,1012,Chadron State College,13128.0,Rocky Mountain Athletic Conference,www.csc.edu,www.chadroneagles.com,NE,D-II,2024-25,Chadron St.,RMAC,22
Kendyl Kirkwood,Sr.,S,5-11,"Fleming, CO",Fleming,1012,Chadron State College,13128.0,Rocky Mountain Athletic Conference,www.csc.edu,www.chadroneagles.com,NE,D-II,2024-25,Chadron St.,RMAC,10
Emma Norris,So.,OH,6-0,"Burns, WY",Burns,1012,Chadron State College,13128.0,Rocky Mountain Athletic Conference,www.csc.edu,www.chadroneagles.com,NE,D-II,2024-25,Chadron St.,RMAC,18
Katie Bell,So.,DS,5-6,"Fort Morgan, CO",Fort Morgan,1012,Chadron State College,13128.0,Rocky Mountain Athletic Conference,www.csc.edu,www.chadroneagles.com,NE,D-II,2024-25,Chadron St.,RMAC,2
Natali Keni,Jr.,RS,5-9,"Kahuku, HI",Kahuku,1012,Chadron State College,13128.0,Rocky Mountain Athletic Conference,www.csc.edu,www.chadroneagles.com,NE,D-II,2024-25,Chadron St.,RMAC,12
Naomi Starr,Jr.,OH,5-9,"Colorado Springs, CO",Discovery Canyon,1012,Chadron State College,13128.0,Rocky Mountain Athletic Conference,www.csc.edu,www.chadroneagles.com,NE,D-II,2024-25,Chadron St.,RMAC,3
Paige Boitz,Sr.,DS,5-9,"Pueblo, CO",Pueblo West,1012,Chadron State College,13128.0,Rocky Mountain Athletic Conference,www.csc.edu,www.chadroneagles.com,NE,D-II,2024-25,Chadron St.,RMAC,1
Josie Loosvelt,So.,L/DS,5-5,"York, NE",York,1012,Chadron State College,13128.0,Rocky Mountain Athletic Conference,www.csc.edu,www.chadroneagles.com,NE,D-II,2024-25,Chadron St.,RMAC,20
Bo French,Jr.,OH,5-10,"Brighton, CO",Brighton,1012,Chadron State College,13128.0,Rocky Mountain Athletic Conference,www.csc.edu,www.chadroneagles.com,NE,D-II,2024-25,Chadron St.,RMAC,24
Mataya Ward,Fr.,OH,5-10,"Belle Fourche, SD",,1012,Chadron State College,13128.0,Rocky Mountain Athletic Conference,www.csc.edu,www.chadroneagles.com,NE,D-II,2024-25,Chadron St.,RMAC,19
Sofia Langer,Sr.,S,5-9,"Fountain Hills, AZ",,1012,Chadron State College,13128.0,Rocky Mountain Athletic Conference,www.csc.edu,www.chadroneagles.com,NE,D-II,2024-25,Chadron St.,RMAC,17
Alejandra Briseno,Jr.,OH,5-9,"Jalisco, Mexico",,1012,Chadron State College,13128.0,Rocky Mountain Athletic Conference,www.csc.edu,www.chadroneagles.com,NE,D-II,2024-25,Chadron St.,RMAC,6
Danika Hassel,Fr.,RS,6-0,"Bayard, NE",,1012,Chadron State College,13128.0,Rocky Mountain Athletic Conference,www.csc.edu,www.chadroneagles.com,NE,D-II,2024-25,Chadron St.,RMAC,4
Rylee Ward,Jr.,S,5-6,"Lagrange, WY",Burns,1012,Chadron State College,13128.0,Rocky Mountain Athletic Conference,www.csc.edu,www.chadroneagles.com,NE,D-II,2024-25,Chadron St.,RMAC,23
Grace Talpash,Sr.,S,5-7,"Temecula, CA",Great Oak,133,Chaminade University,19591.0,Pacific West Conference,www.chaminade.edu,goswords.com/,HI,D-II,2024-25,Chaminade,PacWest,20
Malena Mihalik,Fr.,OH,5-9,"Santa Fe, Argentina",San Eugenio,133,Chaminade University,19591.0,Pacific West Conference,www.chaminade.edu,goswords.com/,HI,D-II,2024-25,Chaminade,PacWest,12
Erica Roberts,Fr.,OH,6-0,"Aiea, HI",Mililani,133,Chaminade University,19591.0,Pacific West Conference,www.chaminade.edu,goswords.com/,HI,D-II,2024-25,Chaminade,PacWest,1
Anna Stucchi,Sr.,MB,5-11,"Roncello, Italy",I.I.S. Ezio Vanoni,133,Chaminade University,19591.0,Pacific West Conference,www.chaminade.edu,goswords.com/,HI,D-II,2024-25,Chaminade,PacWest,21
Nanna Inoue,Sr.,DS,5-2,"Kula, HI",King Kekaulike,133,Chaminade University,19591.0,Pacific West Conference,www.chaminade.edu,goswords.com/,HI,D-II,2024-25,Chaminade,PacWest,7
Brooklyn Poling,Sr.,OH,6-1,"Gilbert, AZ",Perry,133,Chaminade University,19591.0,Pacific West Conference,www.chaminade.edu,goswords.com/,HI,D-II,2024-25,Chaminade,PacWest,9
Sina Bauer,Fr.,L/DS,5-9,"Bamberg, Germany",Maximillian-von-Montgelas,133,Chaminade University,19591.0,Pacific West Conference,www.chaminade.edu,goswords.com/,HI,D-II,2024-25,Chaminade,PacWest,6
Letizia Cammillucci,Sr.,OH,5-11,"Padova, Italy",Liceo Amadeo,133,Chaminade University,19591.0,Pacific West Conference,www.chaminade.edu,goswords.com/,HI,D-II,2024-25,Chaminade,PacWest,5
Lizanyela Lopez,Sr.,MB,6-1,"Lima, Peru",Saco Oliveros,133,Chaminade University,19591.0,Pacific West Conference,www.chaminade.edu,goswords.com/,HI,D-II,2024-25,Chaminade,PacWest,16
Mahala Ka'apuni,Jr.,OH,5-9,"Hilo, HI",Hilo,133,Chaminade University,19591.0,Pacific West Conference,www.chaminade.edu,goswords.com/,HI,D-II,2024-25,Chaminade,PacWest,4
Tabby Allen,So.,RS,6-2,"Leander, TX",Rouse,133,Chaminade University,19591.0,Pacific West Conference,www.chaminade.edu,goswords.com/,HI,D-II,2024-25,Chaminade,PacWest,18
Kyra Pagud,So.,DS,5-2,"Honolulu, HI",Moanalua,133,Chaminade University,19591.0,Pacific West Conference,www.chaminade.edu,goswords.com/,HI,D-II,2024-25,Chaminade,PacWest,15
Mykelle Brainard,So.,OH,5-10,"Carlsbad, CA",Pacific Ridge,133,Chaminade University,19591.0,Pacific West Conference,www.chaminade.edu,goswords.com/,HI,D-II,2024-25,Chaminade,PacWest,17
Kendall Rios,Sr.,OH,5-11,"Tustin, CA",Foothill,133,Chaminade University,19591.0,Pacific West Conference,www.chaminade.edu,goswords.com/,HI,D-II,2024-25,Chaminade,PacWest,8
Reina Krueger,So.,MB,6-0,"Fort Collins, CO",Liberty Commons,133,Chaminade University,19591.0,Pacific West Conference,www.chaminade.edu,goswords.com/,HI,D-II,2024-25,Chaminade,PacWest,10
Leilani Ama,So.,S,6-1,"Spokane, WA",Mt. Spokane,133,Chaminade University,19591.0,Pacific West Conference,www.chaminade.edu,goswords.com/,HI,D-II,2024-25,Chaminade,PacWest,3
Heavenly Campbell,Sr.,OH,5-10,"Waialua, HI",Damien,133,Chaminade University,19591.0,Pacific West Conference,www.chaminade.edu,goswords.com/,HI,D-II,2024-25,Chaminade,PacWest,11
Allexis Iramina,Jr.,S,5-5,"Honolulu, HI",Moanalua,133,Chaminade University,19591.0,Pacific West Conference,www.chaminade.edu,goswords.com/,HI,D-II,2024-25,Chaminade,PacWest,2
Sophia Knowles,Jr.,MB,6-1,,,1013,University of Charleston (West Virginia),30183.0,Mountain East Conference,www.ucwv.edu,www.ucgoldeneagles.com,WV,D-II,2024-25,Charleston (WV),MEC,7
Kalista Milne,Jr.,OH,5-10,,,1013,University of Charleston (West Virginia),30183.0,Mountain East Conference,www.ucwv.edu,www.ucgoldeneagles.com,WV,D-II,2024-25,Charleston (WV),MEC,3
Julie Michalkova,So.,OH,5-8,,,1013,University of Charleston (West Virginia),30183.0,Mountain East Conference,www.ucwv.edu,www.ucgoldeneagles.com,WV,D-II,2024-25,Charleston (WV),MEC,4
Kate Strong,So.,MB,6-1,,,1013,University of Charleston (West Virginia),30183.0,Mountain East Conference,www.ucwv.edu,www.ucgoldeneagles.com,WV,D-II,2024-25,Charleston (WV),MEC,9
Abby Avila,Jr.,S,5-8,,,1013,University of Charleston (West Virginia),30183.0,Mountain East Conference,www.ucwv.edu,www.ucgoldeneagles.com,WV,D-II,2024-25,Charleston (WV),MEC,2
Reagan McLean,Jr.,MB,6-1,,,1013,University of Charleston (West Virginia),30183.0,Mountain East Conference,www.ucwv.edu,www.ucgoldeneagles.com,WV,D-II,2024-25,Charleston (WV),MEC,16
Morgan Harvey,Sr.,L,5-7,,,1013,University of Charleston (West Virginia),30183.0,Mountain East Conference,www.ucwv.edu,www.ucgoldeneagles.com,WV,D-II,2024-25,Charleston (WV),MEC,10
Chloe Fortner,So.,L,5-5,,,1013,University of Charleston (West Virginia),30183.0,Mountain East Conference,www.ucwv.edu,www.ucgoldeneagles.com,WV,D-II,2024-25,Charleston (WV),MEC,24
Catalina Albores,Jr.,L,5-0,,,1013,University of Charleston (West Virginia),30183.0,Mountain East Conference,www.ucwv.edu,www.ucgoldeneagles.com,WV,D-II,2024-25,Charleston (WV),MEC,19
Chloe Burton,Jr.,S,5-10,"Mason, OH",,1013,University of Charleston (West Virginia),30183.0,Mountain East Conference,www.ucwv.edu,www.ucgoldeneagles.com,WV,D-II,2024-25,Charleston (WV),MEC,17
Anna Saldana,Fr.,S,5-9,"Tacoma, WA",,1013,University of Charleston (West Virginia),30183.0,Mountain East Conference,www.ucwv.edu,www.ucgoldeneagles.com,WV,D-II,2024-25,Charleston (WV),MEC,18
London Upchurch,Fr.,S,5-7,,,1013,University of Charleston (West Virginia),30183.0,Mountain East Conference,www.ucwv.edu,www.ucgoldeneagles.com,WV,D-II,2024-25,Charleston (WV),MEC,8
Josie Foster,Fr.,MB,6-4,,,1013,University of Charleston (West Virginia),30183.0,Mountain East Conference,www.ucwv.edu,www.ucgoldeneagles.com,WV,D-II,2024-25,Charleston (WV),MEC,11
Mary Oziengbe,Fr.,RS,5-10,,,1013,University of Charleston (West Virginia),30183.0,Mountain East Conference,www.ucwv.edu,www.ucgoldeneagles.com,WV,D-II,2024-25,Charleston (WV),MEC,12
Emma Antigua,Jr.,OH,5-10,,,1013,University of Charleston (West Virginia),30183.0,Mountain East Conference,www.ucwv.edu,www.ucgoldeneagles.com,WV,D-II,2024-25,Charleston (WV),MEC,1
Emma Shepherd,Jr.,RS,5-10,,,1013,University of Charleston (West Virginia),30183.0,Mountain East Conference,www.ucwv.edu,www.ucgoldeneagles.com,WV,D-II,2024-25,Charleston (WV),MEC,21
Riley Hoff,So.,OH,5-9,,,1013,University of Charleston (West Virginia),30183.0,Mountain East Conference,www.ucwv.edu,www.ucgoldeneagles.com,WV,D-II,2024-25,Charleston (WV),MEC,15
Pia Selke,Sr.,MB,6-3,,,1013,University of Charleston (West Virginia),30183.0,Mountain East Conference,www.ucwv.edu,www.ucgoldeneagles.com,WV,D-II,2024-25,Charleston (WV),MEC,5
